; Tables for Std model AutoHardSize capacity look-up rules
TABLE Jefferson Murrieta_Bldg 2C_2025-12-1722TrmlUnit
PropName,BaseName,Type,System,Zone,PriAirFlowMax,PriAirFlowMin,HtgAirFlowMax,ReheatCtrlMthd
;,,,,,(cfm),(cfm),( cfm)
,"Fitness_L1 TrmlUnit","Uncontrolled","Fitness_L1 AirSys","Fitness_L1",1000.000,-99996.000,-99996.000,""
ENDTABLE
TABLE Jefferson Murrieta_Bldg 2C_2025-12-1722CoilClg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,DXSEER,DXEER,NumClgStages
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"Fitness_L1 ClgCoil","DirectExpansion","Fitness_L1 AirSys","n/a",28747.000,29992.050,-99996.00000,15.104,11.981,1
ENDTABLE
TABLE Jefferson Murrieta_Bldg 2C_2025-12-1722CoilHtg
PropName,BaseName,Type,System,Zone,CapTotNetRtd,CapTotGrossRtd,FluidFlowRtDsgn,FurnAFUE,FurnThrmlEff,
;,,,,,(Btu/hr),(Btu/hr),( gpm),
,"Fitness_L1 HtgCoil","HeatPump","Fitness_L1 AirSys","n/a",28600.000,27354.950,-99996.00000,-99996.000,-99996.000
ENDTABLE
TABLE Jefferson Murrieta_Bldg 2C_2025-12-1722Fan
PropName,BaseName,CtrlMthd,System,Zone,FlowCap,FlowMin,FlowEff,ModelingMthd,TotStaticPress,MtrBHP,MtrHP,MtrPos,MtrEff,PwrIdx
;,,,,,(cfm),(cfm),,,(inH2O),(hp),(hp),,(W/cfm)
,"Fitness_L1 SupFan","ConstantVolume","Fitness_L1 AirSys","n/a",1000.000,-99996.000,0.650,"PowerPerUnitFlow",2.888,0.700,0.750,"InAirStream",0.900,0.5800
ENDTABLE
TABLE Jefferson Murrieta_Bldg 2C_2025-12-1722OACtrl
PropName,BaseName,EconoCtrlMthd,System,EconoIntegration
;
,"Fitness_L1 OACtrl","NoEconomizer","Fitness_L1 AirSys","UNDEFINED"
ENDTABLE
