"E+ Electric Use (kWh) - BEMCmpMgr 2022.3.2 (8731)",1
"Wed 17-Dec-25  02:04:10 pm"
"EplusElecUse",Hour
"EplusTotalKWH"
44.0123
74.394
38.3802
43.6546
44.818
55.2208
99.4873
107.12
99.5993
96.3242
120.634
116.447
88.6582
78.3652
71.8968
65.1686
70.9245
102.43
96.2427
92.754
72.83
82.2988
64.5505
57.2072
40.7366
40.4706
37.0158
54.4593
40.7765
37.0196
69.5135
73.4063
83.5625
78.3966
70.385
77.3011
49.7602
52.3929
55.3381
43.9574
64.8987
67.6716
90.2622
79.0417
98.6843
70.7102
73.208
58.4333
41.5065
31.3547
37.0788
37.6529
60.9857
41.7139
42.1195
67.8162
55.2902
75.0272
97.8304
84.5164
79.4507
70.7845
73.1532
55.5043
67.3182
76.3407
104.76
91.6973
82.8954
75.4553
70.1775
54.0306
38.2614
40.5084
41.1479
69.5324
49.1676
44.3266
60.6886
70.7368
78.6891
87.7067
93.6146
103.121
96.6852
75.362
75.995
67.3457
63.0936
66.4596
101.197
96.3904
68.4003
110.918
56.7401
63.0896
47.8884
39.6803
37.0876
35.2028
35.0376
43.7724
71.9131
62.7177
82.8869
73.5
93.4202
78.3054
72.0557
45.4889
60.3218
47.3291
67.633
75.0759
70.4217
74.9064
102.144
56.3954
53.7109
63.6868
44.5347
35.8544
30.7521
34.0745
33.7591
45.168
63.6679
61.2195
82.2934
86.2916
58.4696
72.8903
66.6283
35.577
53.5324
48.0705
61.0074
71.9569
84.5896
84.3512
99.6334
67.7469
71.7289
46.2785
53.5946
34.2655
28.9172
35.0967
33.0561
34.0275
63.6188
65.6056
73.7938
46.5847
66.0909
55.945
52.817
46.0527
59.0558
45.6444
64.7035
67.938
68.7647
96.3792
71.1513
66.9969
62.0596
43.9207
35.395
38.1549
65.2046
44.0609
41.8187
37.4209
63.0781
80.5522
89.2365
60.7438
73.3406
66.5345
53.8497
34.8671
50.6078
54.8756
56.4631
57.6018
85.4173
80.5423
81.5513
67.6506
70.9613
40.5774
56.3541
36.1299
31.1569
35.4052
36.45
36.8499
70.9922
74.2258
84.3695
90.7118
70.8368
73.9505
77.5768
38.7994
51.1018
57.4052
63.2197
57.8307
89.9447
75.8806
82.101
76.2087
65.0673
48.9822
38.5375
37.9347
44.1626
36.3129
41.7342
38.6756
56.0716
56.0048
62.405
81.5267
86.8327
81.657
86.8426
58.6693
63.3918
58.106
68.225
68.9808
94.5084
80.1375
75.1511
74.6479
62.4382
48.0709
33.1458
33.5258
33.4233
31.2864
57.623
44.6222
35.9069
62.062
51.3244
76.5378
79.05
82.075
77.0405
73.0327
75.8979
58.9792
62.0592
72.408
105.018
81.4816
78.4728
77.82
57.9708
50.3445
35.7574
34.9882
35.6991
36.0554
62.6335
37.7938
82.9191
75.4348
77.2084
92.5353
83.7973
64.2324
52.1972
45.627
60.4906
43.4771
64.9397
77.9906
78.1607
86.636
90.9866
70.9835
67.7427
74.6749
44.1472
32.1323
35.7152
36.9776
34.5329
53.2046
65.7621
72.2442
77.988
74.6013
71.1965
58.9396
50.1421
46.2133
41.7947
48.0258
65.9368
61.311
81.5991
84.302
82.1578
72.1531
75.2505
53.4117
40.0592
32.7867
44.0034
34.8111
34.1802
34.2228
55.4599
73.5789
73.1767
64.717
68.4365
54.3552
54.6765
41.8972
47.0243
56.4474
70.8716
69.6362
82.1459
75.9358
82.6529
72.6406
67.372
40.4761
39.5541
32.4639
30.0088
48.4138
35.9301
32.5487
67.4959
59.4139
74.9073
68.3216
68.9002
47.5333
48.9723
48.9499
59.5738
46.0509
56.2238
71.7203
76.0499
78.1032
93.4993
58.7934
64.8122
43.6487
43.9066
42.4504
32.1584
40.9458
37.0989
42.4048
69.5569
65.1266
76.461
78.3042
73.2839
64.2633
68.0986
48.03
49.1073
41.4238
59.9347
68.877
74.6979
74.0814
88.4792
50.854
71.2585
49.2462
36.8943
45.4459
29.0939
35.3164
41.4845
33.6553
56.3361
48.1709
75.5094
75.8142
94.9083
73.071
92.6661
65.1411
68.5052
60.5458
55.0769
76.8132
104.322
83.0674
91.735
74.2754
57.0401
43.027
49.4004
35.7636
37.4403
33.7888
42.6717
38.2449
56.696
69.0941
87.3451
95.9445
93.32
76.2436
75.5714
71.1256
65.0469
66.4077
65.1941
64.3442
83.4759
76.3722
59.0595
72.9303
61.3985
46.3339
34.944
32.8951
32.3981
29.7783
41.6826
40.6819
51.0626
74.1635
85.7006
106.062
75.7432
81.8167
78.6761
49.3123
59.7422
51.6164
68.1207
92.3569
92.2673
67.9814
80.7798
72.7676
62.6588
53.0464
32.6575
35.4574
32.2509
33.6045
47.1402
31.9077
62.3587
75.7435
65.5558
78.132
69.8082
56.3841
75.4228
38.7568
50.3473
60.7378
73.7709
67.0558
87.7012
82.0775
86.3783
62.2751
74.5475
52.6796
35.9689
35.6973
40.8513
36.9462
33.9054
36.0823
57.8641
67.0992
75.8201
58.527
69.4035
60.6227
60.6251
48.4486
48.108
49.0969
69.4882
54.9602
89.4291
66.0979
69.8938
65.6782
64.029
53.2198
30.4588
34.0903
30.1056
30.3423
43.4696
30.6307
69.1576
75.3359
78.1518
68.9971
61.1458
60.3519
57.4261
47.7703
57.4102
37.3413
66.2546
70.8642
74.7112
77.271
80.0033
70.6038
64.135
44.1916
55.251
34.7094
31.3471
35.9515
35.5241
38.8563
66.1748
76.2817
89.7893
67.987
64.1584
63.1173
87.9768
34.6948
54.4787
45.0779
59.8551
75.3676
94.3674
80.1514
93.5384
67.8689
66.4114
44.3305
33.5615
46.6154
38.2556
33.5859
42.4058
36.6433
42.7838
60.4694
66.8648
83.8363
86.7497
101.981
77.8525
72.982
63.8101
72.3858
72.2775
64.5639
96.3371
72.1848
75.0455
73.2878
70.0862
55.4489
40.6632
39.8589
37.3839
35.3054
40.2629
31.1878
53.8012
51.5383
57.859
77.603
96.0262
73.5062
73.4033
58.3016
55.087
62.5741
43.8906
69.3842
95.7912
74.1429
70.1646
74.2613
62.9526
51.4674
34.9605
36.8654
42.4016
41.7656
33.1298
35.9054
64.8768
76.3491
85.093
85.0368
78.3869
57.8188
72.7352
54.9934
46.9038
45.9644
62.6192
73.7509
73.0985
98.444
89.8214
63.1038
66.5892
52.6407
38.2775
34.8231
32.7793
36.445
39.7624
45.475
82.5854
71.8106
75.3584
69.6676
76.0597
59.9039
60.2913
49.7853
44.7161
53.1025
73.4376
55.4138
83.7139
78.0828
90.5016
69.0065
67.6893
44.0097
39.8261
45.5929
28.3467
32.617
32.3319
34.1817
63.4865
65.5594
81.4491
79.6261
66.51
62.0368
69.3294
47.4515
38.4081
54.048
67.5494
62.1127
89.8557
80.023
86.2347
62.3507
63.5875
43.0903
40.7965
37.0339
46.6288
38.7306
37.2175
36.2882
95.7908
75.0726
81.0961
80.924
74.6025
67.6375
78.5217
43.417
41.3959
52.2068
52.097
67.6163
88.8079
74.9859
111.665
57.7411
63.0723
42.9846
31.4508
35.5138
43.1459
39.5462
37.2248
42.3239
69.6797
72.7095
84.2257
73.8822
79.0835
66.2599
72.2306
35.2031
51.51
53.7328
48.3821
74.6514
78.1519
75.8769
106.797
62.5574
65.7099
44.8905
33.2884
32.9533
32.607
28.6389
45.3223
33.5003
32.5015
59.8966
57.1767
72.7905
97.0701
77.7943
62.3265
62.8835
63.382
75.6607
59.1273
80.1512
89.4089
90.5338
65.7817
66.9399
74.1519
74.0948
40.5097
37.1473
35.8061
36.9451
42.751
39.3445
55.6233
68.7937
73.354
76.2854
81.6522
78.1021
74.0152
63.1614
66.8236
57.6871
46.6944
60.4652
79.3117
75.1548
65.161
82.8811
55.9143
64.5545
43.0865
39.4189
36.4161
36.9788
38.5206
53.4466
71.8511
76.3165
79.4741
83.5544
70.3429
73.484
47.979
54.2591
50.9092
52.4353
70.8356
65.0088
90.091
98.5018
99.5818
66.4611
94.7847
68.2158
43.699
36.9311
35.4021
38.3358
36.7636
57.7079
56.8482
73.2497
79.1743
77.6876
85.0827
86.8588
78.263
58.1493
62.6787
43.0413
71.1733
61.6745
93.2921
99.5028
94.7027
63.8682
81.3186
68.4113
45.3734
41.497
41.3647
44.4483
44.0071
49.097
103.484
103.03
81.2266
79.8617
64.9931
68.1581
60.7442
48.8395
54.9268
52.3291
64.83
80.1898
73.6911
71.5257
97.3617
70.2398
71.1887
47.6204
45.7502
42.9952
44.5222
52.4702
46.0089
46.9971
94.7643
