"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Wed 17-Dec-25   1:2 pm","ResBaseAirSys_SZHP",37275.9,55132.2,39556,1045.44,0

