"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Tue 31-Dec-24  12:54:29 pm","ResBaseAirSys_SZHP",23638.1,26134.1,18750.6,746.245,0,"ResBaseAirSys_SZHP-2",8853.5,9382.43,6731.65,260.503,0,"ResBaseAirSys_SZHP-3",361.754,4016.61,2881.82,78.5825,0,"ResBaseAirSys_SZHP-4",317.861,3428.02,2459.52,66.8243,0,"ResBaseAirSys_SZHP-5",268.88,2797.62,2007.22,56.1283,0,"ResBaseAirSys_SZHP-6",13916.3,12081,8667.79,272.168,0,"ResBaseAirSys_SZHP-7",44479.5,49879,35787,1410.5,0,"ResBaseAirSys_SZHP-8",64032.9,63938.8,45874.5,1586.52,0,"ResBaseAirSys_SZHP-9",102.193,2053.62,1473.42,39.3043,0,"ResBaseAirSys_SZHP-10",168.498,2491.6,1787.66,50.4383,0,"ResBaseAirSys_SZHP-11",87.3377,1797.14,1289.4,46.5646,0,"ResBaseAirSys_SZHP-12",121.709,1818.95,1305.05,48.4891,0,"ResBaseAirSys_SZHP-13",302.021,4558.37,3270.52,93.0725,0,"ResBaseAirSys_SZHP-14",314.314,4845.47,3476.5,102.973,0,"ResBaseAirSys_SZHP-15",1142.56,1502.24,1077.82,44.8931,0,"ResBaseAirSys_SZHP-16",270.268,1233.58,885.065,26.9227,0,"ResBaseAirSys_SZHP-17",231.666,4618.39,3313.58,91.2268,0,"ResBaseAirSys_SZHP-18",4427.96,9547.74,6850.26,174.51,0,"ResBaseAirSys_SZHP-19",984.912,1352.3,970.245,38.6521,0,"ResBaseAirSys_SZHP-20",221.716,1677.48,1203.55,32.9207,0,"ResBaseAirSys_SZHP-21",2623.42,4182.05,3000.52,104.741,0,"ResBaseAirSys_SZHP-22",2281.17,4144.25,2973.39,91.2689,0,"ResBaseAirSys_SZHP-23",853.382,1340.97,962.109,33.5018,0

