"E+ Electric Use (kWh) - BEMCmpMgr 2022.3.1 (8583)",1
"Tue 31-Dec-24  03:56:30 pm"
"EplusElecUse",Hour
"EplusTotalKWH"
130.749
121.784
114.631
115.499
115.68
123.89
136.595
162.526
196.896
239.834
294.417
269.907
223.171
196.862
166.648
159.24
214.666
240.012
263.539
231.55
199.551
203.288
191.934
172.696
123.174
121.032
118.194
118.396
120.073
122.384
132.948
152.983
198.573
188.991
236.552
199.057
173.102
138.472
143.978
144.976
169.958
175.804
200.804
216.831
253.699
229.905
189.867
167.756
119.917
110.589
111.672
114.454
138.929
116.157
128.354
147.517
150.847
184.589
247.41
194.334
205.688
164.454
203.711
166.856
174.991
199.711
254.033
252.123
228.055
241.722
178.555
172.779
127.151
118.01
119.274
123.504
151.017
123.722
135.221
147.582
148.819
191.027
248.597
230.726
211.27
179.402
191.623
160.969
175.974
173.367
248.783
234.592
236.745
236.152
178.769
171.192
133.495
119.439
120.579
121.091
120.666
125.291
152.456
167.688
197.039
213.809
270.301
227.348
250.672
141.27
164.862
168.479
193.255
177.342
185.787
205.378
247.472
181.031
175.969
171.949
154.614
115.563
112.189
112.543
112.075
120.82
139.628
152.721
206.253
221.428
226.421
212.714
209.357
139.705
145.361
159.261
184.966
173.939
202.55
232.409
269.594
204.199
212.698
179.336
146.968
111.32
108.618
116.541
106.937
115.56
135.101
154.262
173.951
177.856
199.13
182.123
171.343
146.644
160.59
172.378
180.415
161.342
199.585
225.079
225.853
195.272
183.612
155.877
126.324
114.903
117.105
119.054
119.507
119.604
134.391
176.678
226.664
210.804
227.73
220.65
180.512
140.273
152.498
163.322
183.051
166.013
204.414
220.501
247.3
191.244
174.425
157.235
163.584
115.496
108.079
107.35
106.264
118.306
135.933
153.786
202.309
229.993
230.093
208.995
251.748
149.298
150.273
164.149
177.946
164.717
192.037
218.656
240.492
194.349
200.598
190.653
128.615
114.113
113.98
115.922
131.432
116.38
129.704
159.753
157.109
192.754
267.679
240.122
226.45
157.105
182.361
158.076
177.721
184.106
270.93
241.434
220.346
223.463
166.511
178.007
126.058
111.037
110.478
114.679
137.2
113.05
123.45
135.238
144.05
155.633
198.056
214.562
227.486
177.034
213.232
159.112
157.322
179.286
277.826
250.092
220.38
223.798
171.939
179.259
133.711
116.751
114.751
114.887
113.071
117.825
130.65
155.08
172.496
216.269
253.679
179.981
179.006
157.627
163.586
158.676
177.313
171.609
209.169
236.488
245.25
220.736
195.374
188.336
146.208
115.712
113.889
114.362
113.769
118.33
130.639
