1,CSE Zone Surface Areas file format version number,
CompMgr:,,"BEMCmpMgr 2022.3.1 (8583)",
Ruleset:,,"CA 2022 Nonresidential, Vers. 1.0 Alpha (T24N_2022.bin)",
CSE:,,-,
Calculation Date/Time:,,,"2024-12-31T12:52:53-08:00",
Input File Name:,,,"Bressi Ranch Apartments",,,,,Areas include all sides exposed to the zone
,
Zone,,Zone,Num of,Exterior/Underground Surface Areas,,,,,Zone Boundary Areas Added,,,Interior Mass,,Other Interior Surface Areas,
Name,Conditioning,Area ft2,Exposures,Gr Wall ft2,Win Ft2,Floor ft2,Gr Ceiling ft2,Skylt ft2,Wall ft2,Floor ft2,Ceiling ft2,Wall ft2,Furn ft2,Wall ft2,Floor ft2,Ceiling ft2,
"Storage 05_L02-zn",Directly Conditioned,139.518,0,119.596,0,0,0,0,0,0,0,51.2955,558.072,455.481,139.518,139.518,
"Storage 06_L02-zn",Unconditioned,71.8518,0,0,0,0,0,0,0,0,0,0,287.407,701.761,71.8518,71.8518,
"Storage 07_L02-zn",Unconditioned,145.629,0,0,0,0,0,0,0,0,0,0,582.516,587.534,145.629,145.629,
"Storage 08_L02-zn",Directly Conditioned,116.934,0,0,0,0,0,0,0,0,0,0,467.736,573.97,116.934,116.934,
"Storage 09_L02-zn",Unconditioned,99.6809,0,33.3001,0,0,0,0,0,0,0,14.3086,398.724,370.106,99.6809,99.681,
"Storage 10_L02-zn",Unconditioned,145.313,0,0,0,0,0,0,0,0,0,0,581.252,589.778,145.313,145.313,
"Storage 11_L02-zn",Unconditioned,95.8382,0,0,0,0,0,0,0,0,0,0,383.353,396.789,95.8382,95.8382,
"Storage 12_L02-zn",Unconditioned,145.629,0,0,0,0,0,0,0,0,0,0,582.516,587.535,145.629,145.629,
"Storage 13_L02-zn",Unconditioned,31.5717,0,0,0,0,0,0,0,0,0,0,126.287,272.561,31.5717,31.5717,
"Corridor_L03-zn",Unconditioned,13417.3,1,4183.52,206.667,0,0,0,0,0,0,10794.9,53669.2,33204.1,12854.9,13417.3,
"ELEV 4_L03-zn",Unconditioned,85.4009,0,0,0,0,0,0,0,0,0,0,341.604,373.05,85.4009,85.4009,
"IDF_L03-zn",Directly Conditioned,120.536,0,0,0,0,0,0,0,0,0,0,482.144,533.807,120.536,120.536,
"Parking Lot_L03-zn",Unconditioned,39744.5,0,3606.6,0,0,0,0,0,0,0,36542.7,158978,45892.6,39744.5,39744.5,
"Parking_Elec. 01_L03-zn",Unconditioned,64.5137,0,106.583,0,0,0,0,0,0,0,14.1938,258.055,229.667,64.5137,64.5137,
"Parking_Elec. 02_L03-zn",Unconditioned,55.4374,0,62.0945,0,0,0,0,0,0,0,0,221.75,243.641,55.4374,55.4374,
"Parking_Elev 01_L03-zn",Unconditioned,91.2055,0,0,0,0,0,0,0,0,0,0,364.822,385.555,91.2055,91.2055,
"Parking_Elev 02_L03-zn",Unconditioned,102.446,0,0,0,0,0,0,0,0,0,0.582,409.784,408.62,102.446,102.446,
"Parking_Elev 03_L03-zn",Unconditioned,97.9,0,0,0,0,0,0,0,0,0,0,391.6,400.858,97.9,97.9,
"Parking_Passageway_L03-zn",Unconditioned,691.89,0,455.745,0,0,0,0,0,0,0,1057.35,2767.56,652.852,691.89,691.89,
"Parking_Stair 01_L03-zn",Unconditioned,464.22,0,0,0,0,0,0,0,0,0,480.724,1856.88,895.432,464.22,464.22,
"Parking_Stair 02_L03-zn",Unconditioned,216.833,0,256.867,0,0,0,0,0,0,0,243.69,867.332,379.951,216.833,216.833,
"Parking_Trash 01_L03-zn",Unconditioned,229.404,0,0,0,0,0,0,0,0,0,130.508,917.616,656.6,229.404,229.404,
"Parking_Trash 02_L03-zn",Unconditioned,204.994,0,100.85,0,0,0,0,0,0,0,152.894,819.976,514.187,204.994,204.994,
"Parking_Vestibule 1_L03-zn",Unconditioned,195.775,0,0,0,0,0,0,0,0,0,103.904,783.1,575.292,195.775,195.775,
"Stair 1_L03-zn",Unconditioned,357.47,2,443.034,41.9793,0,0,0,0,0,0,493.423,1429.88,443.034,357.47,357.47,
"Stair 2_L03-zn",Unconditioned,197.223,0,0,0,0,0,0,0,0,0,97.0868,788.892,594.718,197.223,197.223,
"Stair 3_L03-zn",Unconditioned,303.918,1,127.52,38.7501,0,0,0,0,0,0,301.758,1215.67,612.156,303.918,303.918,
"Stair 4_L03-zn",Unconditioned,249.662,1,108.717,13.9931,0,0,0,0,0,0,211.477,998.648,575.693,249.662,249.662,
"Stair 5_L03-zn",Unconditioned,496.484,1,207.393,38.7501,0,0,0,0,0,0,613.558,1985.94,758.821,496.484,496.484,
"Stair 6_L03-zn",Unconditioned,319.199,1,146.45,38.7501,0,0,0,0,0,0,295.649,1276.8,685.498,319.199,319.199,
"Storage 01_L03-zn",Unconditioned,116.934,0,0,0,0,0,0,0,0,0,0,467.736,573.97,116.934,116.934,
"Storage 02_L03-zn",Unconditioned,95.8382,0,0,0,0,0,0,0,0,0,0,383.353,396.789,95.8382,95.8382,
"Storage 03_L03-zn",Unconditioned,142.868,0,121.231,0,0,0,0,0,0,0,55.3825,571.472,460.707,142.868,142.868,
"Storage 04_L03-zn",Unconditioned,31.5717,0,0,0,0,0,0,0,0,0,0,126.287,272.561,31.5717,31.5717,
"Storage 05_L03-zn",Unconditioned,139.518,0,119.596,0,0,0,0,0,0,0,51.2955,558.072,455.481,139.518,139.518,
"Storage 06_L03-zn",Unconditioned,145.313,0,0,0,0,0,0,0,0,0,0,581.252,589.778,145.313,145.313,
"Storage 07_L03-zn",Unconditioned,114.565,0,0,0,0,0,0,0,0,0,0,458.26,575.054,114.565,114.565,
"Storage 08_L03-zn",Unconditioned,145.629,0,0,0,0,0,0,0,0,0,0,582.516,587.534,145.629,145.629,
"Storage 09_L03-zn",Unconditioned,142.865,0,0,0,0,0,0,0,0,0,0,571.46,581.932,142.865,142.865,
"Storage 10_L03-zn",Unconditioned,142.635,0,0,0,0,0,0,0,0,0,0,570.54,581.463,142.635,142.635,
"Storage 11_L03-zn",Unconditioned,141.239,0,0,0,0,0,0,0,0,0,0,564.956,578.611,141.239,141.239,
"Storage 12_L03-zn",Unconditioned,141.239,0,0,0,0,0,0,0,0,0,0,564.956,578.611,141.239,141.239,
"Storage 13_L03-zn",Unconditioned,145.629,0,0,0,0,0,0,0,0,0,0,582.516,587.535,145.629,145.629,
"Storage 14_L03-zn",Unconditioned,31.8922,0,0,0,0,0,0,0,0,0,0,127.569,275.664,31.8922,31.8922,
"Corridor_L04-zn",Unconditioned,13417.3,1,4183.52,206.667,0,7591.6,0,0,0,0,10794.9,53669.2,32079.4,13417.3,5825.66,
"ELEV 4_L04-zn",Unconditioned,85.4009,0,0,0,0,0,0,0,0,0,0,341.604,373.05,85.4009,85.4009,
"IDF_L04-zn",Unconditioned,120.536,0,0,0,0,0,0,0,0,0,0,482.144,533.807,120.536,120.536,
"Parking Lot_L04-zn",Unconditioned,39744.5,0,3606.6,0,0,0,0,0,0,0,36542.7,158978,45892.6,39744.5,39744.5,
"Parking_Elec. 01_L04-zn",Unconditioned,64.5137,0,106.583,0,0,0,0,0,0,0,14.1938,258.055,229.667,64.5137,64.5137,
"Parking_Elec. 02_L04-zn",Unconditioned,55.4374,0,62.0945,0,0,0,0,0,0,0,0,221.75,243.641,55.4374,55.4374,
"Parking_Elev 01_L04-zn",Unconditioned,91.2055,0,0,0,0,0,0,0,0,0,0,364.822,385.555,91.2055,91.2055,
"Parking_Elev 02_L04-zn",Unconditioned,102.446,0,0,0,0,0,0,0,0,0,0.582,409.784,408.62,102.446,102.446,
"Parking_Elev 03_L04-zn",Unconditioned,97.9,0,0,0,0,0,0,0,0,0,0,391.6,400.858,97.9,97.9,
"Parking_Passageway_L04-zn",Unconditioned,691.89,0,455.745,0,0,0,0,0,0,0,1057.35,2767.56,652.852,691.89,691.89,
"Parking_Stair 01_L04-zn",Unconditioned,464.22,0,0,0,0,0,0,0,0,0,480.724,1856.88,895.432,464.22,464.22,
"Parking_Stair 02_L04-zn",Unconditioned,216.833,0,256.867,0,0,0,0,0,0,0,243.69,867.332,379.951,216.833,216.833,
"Parking_Trash 01_L04-zn",Unconditioned,229.404,0,0,0,0,0,0,0,0,0,130.508,917.616,656.6,229.404,229.404,
"Parking_Trash 02_L04-zn",Unconditioned,204.994,0,100.85,0,0,0,0,0,0,0,152.894,819.976,514.187,204.994,204.994,
"Parking_Vestibule 1_L04-zn",Unconditioned,195.775,0,0,0,0,0,0,0,0,0,103.904,783.1,575.292,195.775,195.775,
"Stair 1_L04-zn",Unconditioned,357.47,2,443.034,41.9793,0,0,0,0,0,0,493.423,1429.88,443.034,357.47,357.47,
"Stair 2_L04-zn",Unconditioned,197.223,0,0,0,0,0,0,0,0,0,97.0868,788.892,594.718,197.223,197.223,
"Stair 3_L04-zn",Unconditioned,303.918,1,127.52,38.7501,0,0,0,0,0,0,301.758,1215.67,612.156,303.918,303.918,
"Stair 4_L04-zn",Unconditioned,249.662,1,108.717,13.9931,0,0,0,0,0,0,211.477,998.648,575.693,249.662,249.662,
"Stair 5_L04-zn",Directly Conditioned,496.484,1,207.393,38.7501,0,0,0,0,0,0,613.558,1985.94,758.821,496.484,496.484,
"Stair 6_L04-zn",Unconditioned,319.199,1,146.45,38.7501,0,0,0,0,0,0,295.649,1276.8,685.498,319.199,319.199,
"Storage 01_L04-zn",Unconditioned,114.565,0,0,0,0,114.565,0,0,0,0,0,458.26,575.054,114.565,0,
"Storage 02_L04-zn",Unconditioned,141.239,0,0,0,0,0,0,0,0,0,0,564.956,578.611,141.239,141.239,
"Storage 03_L04-zn",Unconditioned,145.313,0,0,0,0,0,0,0,0,0,0,581.252,589.778,145.313,145.313,
"Storage 04_L04-zn",Directly Conditioned,139.518,0,0,0,0,139.518,0,0,0,0,0,558.072,575.077,139.518,0,
"Storage 05_L04-zn",Unconditioned,116.934,0,0,0,0,116.934,0,0,0,0,0,467.736,573.97,116.934,0,
"Storage 06_L04-zn",Unconditioned,31.5717,0,0,0,0,0,0,0,0,0,0,126.287,272.561,31.5717,31.5717,
"Storage 07_L04-zn",Unconditioned,95.8382,0,0,0,0,0,0,0,0,0,0,383.353,396.789,95.8382,95.8382,
"Storage 08_L04-zn",Unconditioned,145.629,0,0,0,0,145.629,0,0,0,0,0,582.516,587.534,145.629,0,
"Storage 09_L04-zn",Directly Conditioned,141.239,0,0,0,0,0,0,0,0,0,0,564.956,578.611,141.239,141.239,
"Storage 10_L04-zn",Unconditioned,145.629,0,0,0,0,145.629,0,0,0,0,0,582.516,587.535,145.629,0,
"Storage 11_L04-zn",Unconditioned,142.868,0,0,0,0,142.868,0,0,0,0,0,571.472,581.936,142.868,0,
"Storage 12_L04-zn",Unconditioned,142.865,0,0,0,0,142.865,0,0,0,0,0,571.46,581.932,142.865,0,
"Storage 13_L04-zn",Directly Conditioned,142.635,0,0,0,0,142.635,0,0,0,0,0,570.54,581.463,142.635,0,
"Storage 14_L04-zn",Unconditioned,31.8922,0,0,0,0,0,0,0,0,0,0,127.569,275.664,31.8922,31.8922,
"Corridor_L05-zn",Unconditioned,5825.66,0,305.054,0,0,5825.66,0,0,0,0,3841.34,23302.6,15620,5825.66,0,
"ELEV 4_L05-zn",Unconditioned,85.4009,0,283.647,0,0,85.4009,0,0,0,0,126.1,341.604,89.4036,85.4009,0,
"IDF_L05-zn",Directly Conditioned,120.536,0,0,0,0,120.536,0,0,0,0,0,482.144,533.807,120.536,0,
"Parking Lot_L05-zn",Unconditioned,39744.5,0,3606.6,0,0,39744.5,0,0,0,0,36542.7,158978,45892.6,39744.5,0,
"Parking_Elec. 01_L05-zn",Unconditioned,64.5137,0,106.583,0,0,64.5137,0,0,0,0,14.1938,258.055,229.667,64.5137,0,
"Parking_Elec. 02_L05-zn",Unconditioned,55.4374,0,62.0945,0,0,55.4374,0,0,0,0,0,221.75,243.641,55.4374,0,
"Parking_Elev 01_L05-zn",Unconditioned,91.2055,0,0,0,0,91.2055,0,0,0,0,0,364.822,385.555,91.2055,0,
"Parking_Elev 02_L05-zn",Unconditioned,102.446,0,0,0,0,102.446,0,0,0,0,0.582,409.784,408.62,102.446,0,
"Parking_Elev 03_L05-zn",Unconditioned,97.9,0,0,0,0,97.9,0,0,0,0,0,391.6,400.858,97.9,0,
"Parking_Passageway_L05-zn",Unconditioned,691.89,0,562.149,0,0,691.89,0,0,0,0,1110.56,2767.56,546.448,691.89,0,
"Parking_Stair 01_L05-zn",Unconditioned,464.22,0,0,0,0,464.22,0,0,0,0,480.724,1856.88,895.432,464.22,0,
"Parking_Stair 02_L05-zn",Unconditioned,216.833,0,256.867,0,0,216.833,0,0,0,0,243.69,867.332,379.951,216.833,0,
"Parking_Trash 01_L05-zn",Unconditioned,229.404,0,0,0,0,229.404,0,0,0,0,130.508,917.616,656.6,229.404,0,
"Parking_Trash 02_L05-zn",Unconditioned,204.994,0,100.85,0,0,204.994,0,0,0,0,152.894,819.976,514.187,204.994,0,
"Parking_Vestibule 1_L05-zn",Unconditioned,195.775,0,0,0,0,195.775,0,0,0,0,103.904,783.1,575.292,195.775,0,
"Stair 1_L05-zn",Unconditioned,357.47,2,777.355,41.9793,0,357.47,0,0,0,0,660.584,1429.88,108.713,357.47,0,
"Stair 2_L05-zn",Unconditioned,197.223,0,594.718,0,0,197.223,0,0,0,0,394.446,788.892,0,197.223,0,
"Stair 3_L05-zn",Unconditioned,303.918,1,479.001,38.7501,0,0,0,0,0,0,477.498,1215.67,260.675,303.918,303.918,
"Stair 4_L05-zn",Unconditioned,249.662,1,108.717,13.9931,0,0,0,0,0,0,211.477,998.648,575.693,249.662,249.662,
"Stair 5_L05-zn",Unconditioned,496.484,1,207.393,38.7501,0,0,0,0,0,0,613.558,1985.94,758.821,496.484,496.484,
"Stair 6_L05-zn",Unconditioned,319.199,1,146.45,38.7501,0,0,0,0,0,0,295.649,1276.8,685.498,319.199,319.199,
"Storage 01_L05-zn",Unconditioned,145.313,0,0,0,0,145.313,0,0,0,0,0,581.252,589.778,145.313,0,
"Storage 02_L05-zn",Unconditioned,141.239,0,0,0,0,141.239,0,0,0,0,0,564.956,578.611,141.239,0,
"Storage 03_L05-zn",Directly Conditioned,141.239,0,0,0,0,141.239,0,0,0,0,0,564.956,578.611,141.239,0,
"Storage 04_L05-zn",Unconditioned,95.8382,0,307.386,0,0,95.8382,0,0,0,0,146.975,383.353,89.4036,95.8382,0,
"Storage 05_L05-zn",Unconditioned,31.5717,0,0,0,0,31.5717,0,0,0,0,0,126.287,272.561,31.5717,0,
"Storage 06_L05-zn",Unconditioned,31.8922,0,0,0,0,31.8922,0,0,0,0,0,127.569,275.664,31.8922,0,
"Stair 3_L06-zn",Unconditioned,303.918,1,739.676,38.7501,0,303.918,0,0,0,0,607.836,1215.67,0,303.918,0,
"Stair 4_L06-zn",Unconditioned,249.662,1,684.41,13.9931,0,249.662,0,0,0,0,499.324,998.648,0,249.662,0,
"Stair 5_L06-zn",Unconditioned,496.484,1,966.214,38.7501,0,496.484,0,0,0,0,992.968,1985.94,0,496.484,0,
"Stair 6_L06-zn",Unconditioned,319.199,1,831.948,38.7501,0,319.199,0,0,0,0,638.398,1276.8,0,319.199,0,
