"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Tue 16-Dec-25   3:1 pm","ResBaseAirSys_SZHP",47030.7,56463.6,40511.2,1370.97,0

