1,CSE Zone Surface Areas file format version number,
CompMgr:,,"BEMCmpMgr 2022.3.2 (8731)",
Ruleset:,,"CA 2022 Nonresidential, Vers. 1.0 Alpha (T24N_2022.bin)",
CSE:,,-,
Calculation Date/Time:,,,"2025-12-16T15:11:52-07:00",
Input File Name:,,,"Jefferson Murrieta_Bldg 7C_2025-12-16",,,,,Areas include all sides exposed to the zone
,
Zone,,Zone,Num of,Exterior/Underground Surface Areas,,,,,Zone Boundary Areas Added,,,Interior Mass,,Other Interior Surface Areas,
Name,Conditioning,Area ft2,Exposures,Gr Wall ft2,Win Ft2,Floor ft2,Gr Ceiling ft2,Skylt ft2,Wall ft2,Floor ft2,Ceiling ft2,Wall ft2,Furn ft2,Wall ft2,Floor ft2,Ceiling ft2,
"P3.1_15_L2-zn",Conditioned,1394.16,2,944.154,191.597,0,0,0,0,0,0,2515.35,5576.64,566.408,1383.93,1394.17,
"P2.1_20_L3-zn",Conditioned,1074.46,2,350.236,113.021,0,0,0,0,0,0,1713.9,4297.84,870.03,1074.46,1074.46,
"P2.1_22_L3-zn",Conditioned,1074.46,2,402.796,124.861,0,0,0,0,0,0,1740.18,4297.84,817.47,1074.46,1074.46,
"P2.1_26_L3-zn",Conditioned,1074.46,2,464.075,134.549,0,0,0,0,0,0,1770.83,4297.84,756.19,1074.46,1074.46,
"P2.1_12_L3-zn",Conditioned,1074.46,2,400.856,124.861,0,0,0,0,0,0,1739.22,4297.84,819.41,1074.46,1074.46,
"P2.1_14_L3-zn",Conditioned,1074.46,2,470.375,124.861,0,0,0,0,0,0,1773.98,4297.84,749.89,1074.46,1074.46,
"P1.1_24_L3-zn",Conditioned,746.674,1,309.786,78.5765,0,0,0,0,0,0,1129.18,2986.7,728.335,746.674,746.674,
"P1.1_08_L3-zn",Conditioned,746.674,1,259.161,78.5765,0,0,0,0,0,0,1103.87,2986.7,778.961,746.679,746.679,
"P1.1_10_L3-zn",Conditioned,746.674,1,307.843,78.5765,0,0,0,0,0,0,1128.21,2986.7,730.278,746.679,746.679,
"P1.1_11_L3-zn",Conditioned,746.674,1,313.67,78.5765,0,0,0,0,0,0,1131.12,2986.7,724.458,746.678,746.678,
"P1.1_03_L3-zn",Conditioned,746.674,1,313.667,78.5765,0,0,0,0,0,0,1131.12,2986.7,724.461,746.683,746.683,
"P2.1_01_L3-zn",Conditioned,1074.46,2,719.407,144.236,0,0,0,0,0,0,1898.49,4297.84,500.859,1074.46,1074.46,
"P1.3_07_L3-zn",Conditioned,763.385,1,199.339,60.2779,0,0,0,0,0,0,1102.14,3053.54,849.259,763.388,763.388,
"P1.3_05_L3-zn",Conditioned,763.385,1,201.761,48.4376,0,0,0,0,0,0,1102.87,3053.54,847.805,763.437,763.437,
"P2.2_19_L3-zn",Conditioned,1058.52,2,730.519,144.236,0,0,0,0,0,0,1807.01,4234.08,620.066,1058.52,1058.52,
"P2.2_21_L3-zn",Conditioned,1058.52,1,495.33,124.861,0,0,0,0,0,0,1689.41,4234.08,855.254,1058.52,1058.52,
"P2.2_23_L3-zn",Conditioned,1058.52,1,495.33,124.861,0,0,0,0,0,0,1689.41,4234.08,855.254,1058.52,1058.52,
"P2.2_25_L3-zn",Conditioned,1058.52,2,782.114,144.236,0,0,0,0,0,0,1832.8,4234.08,568.471,1058.52,1058.52,
"P1.2_18_L3-zn",Conditioned,900.961,1,622.241,111.945,0,0,0,0,0,0,1464.4,3603.84,675.049,900.968,900.968,
"P2.2_04_L3-zn",Conditioned,1058.52,1,544.737,124.861,0,0,0,0,0,0,1714.12,4234.08,805.841,1058.52,1058.52,
"P2.2_06_L3-zn",Conditioned,1058.52,1,495.327,124.861,0,0,0,0,0,0,1689.41,4234.08,855.257,1058.53,1058.53,
"P2.2_16_L3-zn",Conditioned,1058.52,1,642.588,124.861,0,0,0,0,0,0,1763.05,4234.08,707.984,1058.51,1058.51,
"P1.1_13_L3-zn",Conditioned,746.674,1,307.855,78.5765,0,0,0,0,0,0,1128.21,2986.7,730.272,746.678,746.678,
"P3.1_15_L3-zn",Conditioned,1394.16,2,944.154,191.597,0,0,0,0,0,0,2515.35,5576.64,545.948,1394.17,1394.17,
"P2.1_20_L4-zn",Conditioned,1074.46,2,350.236,113.021,0,1074,0,0,0,0,1713.9,4297.84,870.03,1074.46,0,
"P2.1_22_L4-zn",Conditioned,1074.46,2,402.796,124.861,0,1074,0,0,0,0,1740.18,4297.84,817.47,1074.46,0,
"P2.1_26_L4-zn",Conditioned,1074.46,2,464.075,134.549,0,1074,0,0,0,0,1770.83,4297.84,756.19,1074.46,0,
"P2.1_12_L4-zn",Conditioned,1074.46,2,400.856,124.861,0,1074,0,0,0,0,1739.22,4297.84,819.41,1074.46,0,
"P2.1_14_L4-zn",Conditioned,1074.46,2,470.375,124.861,0,1074,0,0,0,0,1773.98,4297.84,749.89,1074.46,0,
"P1.1_24_L4-zn",Conditioned,746.674,1,309.786,78.5765,0,747,0,0,0,0,1129.18,2986.7,728.335,746.674,0,
"P1.1_08_L4-zn",Conditioned,746.674,1,259.161,78.5765,0,747,0,0,0,0,1103.87,2986.7,778.961,746.679,0,
"P1.1_10_L4-zn",Conditioned,746.674,1,307.843,78.5765,0,747,0,0,0,0,1128.21,2986.7,730.278,746.679,0,
"P1.1_11_L4-zn",Conditioned,746.674,1,313.67,78.5765,0,747,0,0,0,0,1131.12,2986.7,724.458,746.678,0,
"P1.1_03_L4-zn",Conditioned,746.674,1,313.667,78.5765,0,747,0,0,0,0,1131.12,2986.7,724.461,746.683,0,
"P2.1_01_L4-zn",Conditioned,1074.46,2,719.407,144.236,0,1074,0,0,0,0,1898.49,4297.84,500.859,1074.46,0,
"P1.3_07_L4-zn",Conditioned,763.385,1,199.339,60.2779,0,763,0,0,0,0,1102.14,3053.54,849.259,763.388,0,
"P1.3_05_L4-zn",Conditioned,763.385,1,201.761,48.4376,0,763,0,0,0,0,1102.87,3053.54,847.805,763.437,0,
"P2.2_19_L4-zn",Conditioned,1058.52,2,730.519,144.236,0,1059,0,0,0,0,1807.01,4234.08,620.066,1058.52,0,
"P2.2_21_L4-zn",Conditioned,1058.52,1,495.33,124.861,0,1059,0,0,0,0,1689.41,4234.08,855.254,1058.52,0,
"P2.2_23_L4-zn",Conditioned,1058.52,1,495.33,124.861,0,1059,0,0,0,0,1689.41,4234.08,855.254,1058.52,0,
"P2.2_25_L4-zn",Conditioned,1058.52,2,782.114,144.236,0,1059,0,0,0,0,1832.8,4234.08,568.471,1058.52,0,
"P1.2_18_L4-zn",Conditioned,900.961,1,622.241,111.945,0,901,0,0,0,0,1464.4,3603.84,675.049,900.968,0,
"P2.2_04_L4-zn",Conditioned,1058.52,1,544.737,124.861,0,1059,0,0,0,0,1714.12,4234.08,805.841,1058.52,0,
"P2.2_06_L4-zn",Conditioned,1058.52,1,495.327,124.861,0,1059,0,0,0,0,1689.41,4234.08,855.257,1058.53,0,
"P2.2_16_L4-zn",Conditioned,1058.52,1,642.588,124.861,0,1059,0,0,0,0,1763.05,4234.08,707.984,1058.51,0,
"P1.1_13_L4-zn",Conditioned,746.674,1,307.855,78.5765,0,747,0,0,0,0,1128.21,2986.7,730.272,746.678,0,
"P3.1_15_L4-zn",Conditioned,1394.16,2,944.154,191.597,0,1394,0,0,0,0,2515.35,5576.64,545.948,1394.17,0,
"Stair-3_L1-zn",Unconditioned,187.611,0,468.815,0,187.611,0,0,0,0,0,251.653,750.444,247.137,0,187.611,
"Garage-1_L1-zn",Unconditioned,3878.51,0,2732.7,0,3878.51,78.5228,0,0,0,0,6800.57,15514,1912.91,0,3799.99,
"Trash-Rm_L1-zn",Unconditioned,379.502,0,285.798,0,379.502,117.512,0,0,0,0,380.893,1518.01,756.223,0,261.989,
"Garage-2_L1-zn",Unconditioned,720.964,0,389.228,0,720.964,75.5259,0,0,0,0,979.558,2883.86,924.74,0,645.438,
"Stair-2_L1-zn",Unconditioned,183.743,0,461.407,0,183.743,0,0,0,0,0,245.691,734.972,243.59,0,183.743,
"Clubroom_L1-zn",Directly Conditioned,2250.93,2,1505.04,368.126,2250.93,120.327,0,0,0,0,4017.74,9003.72,968.241,0,2130.61,
"Corridor_L1_L1-zn",Unconditioned,2802.96,0,737.214,0,2802.96,59.7532,0,0,0,0,139.66,11211.8,10932.5,0,2743.07,
"Garage-3_L1_L1-zn",Unconditioned,3121.13,0,1704.49,0,3121.13,178.492,0,0,0,0,5172.85,12484.5,2138.83,0,2942.64,
"Stair-1_L1_L1-zn",Unconditioned,184.34,0,349.922,0,184.34,0,0,0,0,0,187.598,737.36,362.164,0,184.34,
"Stair-3_L2-zn",Unconditioned,187.611,0,302.524,0,0,0,0,0,0,0,257.385,750.444,235.675,187.611,187.611,
"Stair-2_L2-zn",Unconditioned,183.743,0,300.346,0,0,0,0,0,0,0,252.678,734.972,229.616,183.743,183.743,
"Stair-1_L2-zn",Unconditioned,184.34,0,263.53,0,0,0,0,0,0,0,232.8,737.36,271.761,184.34,184.34,
"Corridor_L2-zn",Unconditioned,2838.75,3,740.92,145.313,0,0,0,0,0,0,1632.2,11355,8090.59,2838.75,2917.81,
"Stair-3_L3-zn",Unconditioned,187.611,0,302.524,0,0,0,0,0,0,0,257.385,750.444,235.675,187.611,187.611,
"Stair-2_L3-zn",Unconditioned,183.743,0,300.346,0,0,0,0,0,0,0,252.678,734.972,229.616,183.743,183.743,
"Stair-1_L3-zn",Unconditioned,184.34,0,263.53,0,0,0,0,0,0,0,232.8,737.36,271.761,184.34,184.34,
"Corridor_L3-zn",Unconditioned,2917.81,3,740.92,145.313,0,0,0,0,0,0,1790.32,11671.2,8090.59,2917.81,2917.81,
"Stair-3_L4-zn",Unconditioned,187.611,0,302.524,0,0,188,0,0,0,0,257.385,750.444,235.675,187.611,0,
"Stair-2_L4-zn",Unconditioned,183.743,0,300.346,0,0,184,0,0,0,0,252.678,734.972,229.616,183.743,0,
"Stair-1_L4-zn",Unconditioned,184.34,0,263.53,0,0,184,0,0,0,0,232.8,737.36,271.761,184.34,0,
"Corridor_L4-zn",Unconditioned,2917.81,3,740.92,145.313,0,2918,0,0,0,0,1790.32,11671.2,8090.59,2917.81,0,
