"E+ Electric Use (kWh) - BEMCmpMgr 2022.3.0 SP2 (8454)",1
"Mon 29-Apr-24  11:10:04 am"
"EplusElecUse",Hour
"EplusTotalKWH"
51.4378
51.1825
50.2263
51.5744
53.3961
55.9947
58.7578
64.134
70.3533
80.0604
89.085
76.3591
69.4114
62.833
54.7219
49.8301
62.5358
77.2848
84.6051
72.4239
62.5266
63.3461
60.3671
57.4872
47.8356
48.5891
49.2427
48.33
46.8621
49.0015
50.5317
55.1283
70.6545
66.3176
77.9905
71.1358
68.9663
57.0372
58.4746
59.0188
68.1903
71.7715
79.3594
76.0178
83.2803
71.3992
62.4114
54.5882
42.2615
41.4802
44.0123
45.9735
57.7654
51.7125
53.285
54.3033
54.4623
58.0971
81.4095
59.0199
68.4826
55.5456
70.0186
60.3956
63.3573
68.9873
86.9654
82.3717
71.3574
74.354
58.5822
60.8942
48.454
47.0036
48.4715
50.611
60.71
53.3802
57.4065
57.8714
56.3065
63.9128
74.7772
71.887
66.8636
60.8356
63.2331
54.4442
58.6448
60.1237
77.9263
73.2115
73.9045
72.4125
60.5405
58.7519
50.8504
46.2298
42.8524
42.6794
43.3176
46.5298
53.0049
56.9824
69.6703
75.8558
90.1867
77.2443
81.5037
53.9931
62.1597
64.1408
72.8982
68.9977
66.7545
69.6804
78.7044
57.3379
51.9273
52.1486
48.626
39.9239
39.1875
37.9006
37.7104
40.8305
47.8777
53.6248
70.1861
70.9569
72.184
73.2788
71.3242
53.096
55.0729
60.3632
68.9973
66.8803
71.5656
75.3927
78.9685
63.6847
61.576
56.2444
48.3932
37.7444
37.4129
39.7133
37.6628
42.3086
49.3118
55.4214
62.7724
64.073
70.6386
64.2751
57.9197
55.5071
59.6205
64.6209
68.3008
64.8416
71.6818
75.0295
70.6454
63.5619
59.225
50.2311
43.9723
42.7957
45.1273
46.3086
47.1818
48.2307
52.3603
60.609
80.1227
70.8895
75.3986
76.9852
67.4475
56.5589
58.4424
64.108
71.6192
66.3165
73.2469
74.7732
75.5965
58.0051
52.0671
49.5623
51.1905
40.2602
40.1706
40.302
41.3247
44.9328
52.2609
56.7379
70.0734
75.2709
71.639
70.5555
85.8291
54.3497
56.0602
61.2439
67.7419
66.7228
72.0134
74.6205
77.2788
60.8351
60.9768
58.7568
42.4366
39.3722
40.3636
43.2452
49.3719
44.8094
49.0069
55.2675
53.5578
60.0415
83.0388
77.1145
72.7263
57.2954
63.6805
59.3659
63.597
67.9832
88.68
76.6257
69.454
69.1893
51.3129
56.59
40.9557
37.1444
37.4626
40.285
50.1047
44.4286
47.9186
50.5056
50.1334
52.0333
65.8554
70.8482
75.1981
66.5189
80.3345
64.7813
62.5957
66.2339
91.2952
76.107
65.5105
62.3226
51.915
55.3068
42.1768
40.0627
40.9546
42.8175
44.2951
46.9438
51.4263
57.2421
63.2314
71.9187
79.7884
62.2902
60.9118
59.8838
59.3733
61.4993
67.4196
67.4632
77.46
75.3185
74.9281
67.6599
59.7791
58.168
49.508
39.8531
41.2023
42.1262
42.6295
45.6955
49.3263
53.7882
60.9485
71.7551
71.1268
64.164
57.9938
59.6343
60.9215
62.7828
71.258
72.4277
76.7216
82.7172
69.1631
61.7676
66.5294
53.8294
42.7773
36.8845
38.3175
38.7932
39.7844
41.4038
45.3095
54.4145
63.4312
73.9229
73.1745
63.9847
65.0512
61.0066
63.9668
70.1083
77.8046
75.1335
74.4319
78.7291
77.1145
62.1493
59.6842
47.8487
43.6165
36.42
38.3346
39.678
41.1254
43.2818
49.8404
56.307
60.6044
59.8215
63.611
62.5923
62.9985
56.4964
62.797
62.8781
67.6235
66.4702
66.9167
74.6224
72.7365
61.2183
56.5261
47.8803
43.4041
39.2082
41.7421
47.1522
43.213
45.5571
48.6534
55.4656
62.1609
68.1537
75.8243
60.1839
64.9401
52.41
55.6122
57.8521
66.5775
66.077
72.6654
76.4916
66.9889
60.6648
59.2955
62.7355
41.2547
37.6809
38.2088
40.181
45.4683
44.2248
47.6341
52.9994
53.4242
59.3505
69.3545
70.9589
72.192
62.2735
64.2812
56.2827
57.0937
61.4608
76.5954
74.2085
71.8498
69.624
51.496
49.87
43.9181
41.7534
43.539
44.8176
47.7439
45.5366
49.6761
62.3934
63.8276
70.0302
62.7028
60.1106
59.7125
55.6966
63.2353
52.2355
52.5762
61.6646
69.9368
69.7977
61.8138
60.8835
52.7004
58.1915
45.7645
38.4389
37.0104
37.4762
37.323
39.6878
46.1453
52.9087
63.4763
81.4919
59.7889
70.6632
65.8068
59.6938
51.4316
56.4194
63.392
77.9536
82.5323
63.8142
58.9904
60.7331
60.1484
54.5125
42.4606
41.5483
40.7524
40.8384
40.8448
42.5697
46.7854
57.1531
70.1509
72.9549
79.8466
66.5311
79.485
52.4518
54.8168
60.4257
76.4096
67.311
69.3363
77.0056
78.6535
65.1302
66.6204
58.203
43.8624
41.3295
40.7237
41.0111
41.021
44.18
49.7223
54.2602
58.9656
60.984
71.3
58.4799
77.4399
52.827
55.6432
61.3358
68.0697
65.7084
73.2598
72.9162
68.4101
63.7299
60.8186
53.269
37.8005
38.4411
36.6694
35.8973
35.8209
39.8053
49.1771
52.4315
60.0699
69.6206
78.1822
57.9301
65.0369
58.472
56.3262
58.1302
64.2006
69.2438
73.7586
67.2034
62.9738
66.2019
62.4246
52.0909
45.4427
39.4058
39.6012
40.5644
39.8545
41.4458
44.2503
54.3265
70.3308
70.5657
64.6861
64.6358
92.7577
57.0569
63.1189
62.7998
69.0117
73.5878
78.3568
80.0939
81.9647
64.0105
62.8479
51.7381
41.0242
40.5429
40.9631
42.4332
44.6139
44.4417
47.8675
52.3985
57.5203
63.2011
61.7436
77.3064
68.1525
58.8075
65.3289
56.7064
57.354
60.2548
74.9751
75.918
71.9965
72.6462
57.7921
64.4566
46.0168
40.0161
40.6051
41.4369
46.2043
41.5059
44.4071
48.0742
49.0378
53.8881
79.4112
64.5538
64.9603
54.4417
58.7712
51.8629
54.4379
57.5622
72.1129
69.8447
68.9524
71.3375
53.9669
59.7085
45.5513
44.0977
43.6285
44.0296
40.6036
43.7091
48.4785
56.9501
66.3883
74.7488
69.2683
65.3074
86.5377
57.6778
59.7809
59.1228
67.5788
66.6929
70.8479
75.5618
74.0531
57.1357
56.0665
48.5234
42.7532
41.5775
40.9162
41.6388
42.2518
45.7397
51.8855
55.0617
60.107
68.6665
76.0736
57.5835
65.5341
56.1001
56.0228
60.774
75.5897
67.236
71.6063
72.7906
74.3318
63.7008
58.9086
53.7219
44.4418
38.6326
37.4575
37.1014
37.0003
41.7226
47.6846
54.2391
65.527
70.7944
77.0268
66.091
73.1358
53.8113
57.3916
60.5824
69.9504
68.6619
69.4979
70.7406
78.0208
58.4786
51.3514
51.6123
43.3649
41.3447
42.2268
43.4858
43.9742
46.6749
54.0984
56.5338
64.5467
66.781
78.0491
69.6471
86.4683
56.0253
55.9068
61.5208
73.5233
68.9841
73.865
74.01
86.1416
59.9046
57.2927
47.257
40.412
39.9212
41.0023
42.2846
43.0978
45.7469
49.9572
53.9203
66.506
70.2192
73.3998
68.8825
84.2584
53.1316
55.7032
56.4845
64.7199
68.9168
77.7773
74.0853
76.7846
65.9835
52.9886
49.099
43.0203
37.1863
36.6586
37.2935
38.1148
38.7915
42.4093
47.5699
50.1371
51.7075
78.027
72.0706
53.1623
51.5109
63.6538
60.0096
58.4727
74.0477
78.7334
78.3068
61.9004
62.4885
57.1271
61.217
48.4277
43.5748
44.1261
46.5894
57.1107
49.003
52.6553
56.446
55.3007
52.673
63.899
59.2504
55.8892
49.3922
55.1401
50.4036
53.0024
57.985
71.0102
71.0127
64.5928
64.7591
58.0127
58.0075
49.3397
46.7047
46.252
45.8685
45.7069
48.4659
53.7101
59.8119
66.0425
73.1611
71.7759
61.271
61.2105
58.4049
56.7247
60.9047
69.2622
65.9117
70.7792
80.3048
76.909
63.349
73.4543
58.265
46.6846
43.6485
43.2577
43.7572
43.8272
46.8044
53.3729
56.5189
68.0134
64.5801
70.3487
71.0734
94.8477
54.3581
60.659
57.9486
70.2677
67.9803
75.5346
77.7878
75.9539
65.6538
70.0375
59.0865
51.909
51.7532
52.6636
52.7405
53.4423
57.12
65.3903
62.587
63.1868
66.9546
67.6218
57.6474
61.6793
50.8162
52.9157
60.1495
67.754
66.2454
69.2349
68.3376
73.9189
69.7186
60.803
55.765
51.8366
48.0191
48.4407
48.2351
51.4795
55.2748
60.8632
64.0709
71.5283
67.9308
65.5683
62.4668
69.4777
54.1078
55.5901
61.6181
67.508
67.084
69.7211
75.4853
87.852
72.1612
63.4258
60.7143
57.0217
55.9199
58.2298
64.4598
61.8716
62.8702
65.2366
67.0397
66.541
68.5069
74.858
60.0501
58.1238
51.1784
56.3309
55.2332
64.5155
68.4454
71.1536
69.4509
69.414
69.1823
62.0946
60.7389
64.956
52.6731
55.2473
57.2332
61.9365
59.0674
60.618
59.9429
56.7934
59.5038
69.8029
75.0691
60.1614
52.9146
59.6864
52.1412
51.3588
58.2546
78.0031
68.3798
64.0588
67.3675
54.5514
56.0705
49.0492
47.8451
49.261
51.657
58.0582
52.8371
55.6317
58.984
56.6571
52.6748
66.5366
71.2459
66.1008
55.7194
63.5076
55.2151
55.4208
66.9788
82.259
71.0983
63.1419
64.5253
51.4705
53.4469
46.9954
44.955
46.702
46.0962
45.6313
49.5501
57.9854
59.223
64.0022
70.4101
68.3981
64.5818
81.0905
52.2396
56.0706
60.8647
64.4506
64.9552
65.557
67.696
79.792
58.3897
60.6395
62.6207
50.8622
42.4008
42.3503
43.6212
45.3656
50.2224
57.9662
59.9146
68.4625
69.6618
68.5714
59.3808
67.1912
62.5526
56.5458
56.6683
70.7144
68.2882
67.5571
68.8103
70.7117
56.6557
58.0852
53.1152
44.6525
43.5492
43.6271
44.5469
45.6507
49.0449
54.1141
54.4025
60.5006
71.5094
69.4992
63.194
77.9506
56.9938
56.6087
58.4844
65.5154
67.7705
74.2676
69.4494
67.3808
59.2895
60.7344
53.9814
42.8252
40.2021
42.0817
44.4382
45.1597
47.4883
52.475
59.8342
68.8287
71.9488
79.3949
73.0487
92.2163
55.0166
58.1345
62.7585
68.028
64.014
72.3073
67.9715
69.789
59.7464
52.4441
46.6192
43.1446
41.2451
43.8773
45.0188
45.6459
46.0667
49.6235
57.9447
66.535
67.6065
68.4591
60.4138
71.3308
52.6927
54.1097
55.5423
66.0019
68.467
72.9806
72.8063
70.5842
61.2895
60.1615
50.7359
44.8108
39.0236
39.6867
40.125
43.3494
42.1133
46.8888
52.6669
54.6608
57.6707
81.7011
71.707
73.3162
63.8163
66.9909
59.3201
58.0956
71.3468
97.4635
78.8069
75.9105
76.2142
60.5129
59.8136
43.7169
42.6585
44.1619
45.3882
52.1254
45.8224
51.1296
57.7802
58.2585
70.3568
78.0599
69.8265
71.173
56.6848
65.3264
49.7129
50.5538
60.2956
80.0087
69.8197
68.0068
70.1457
58.0064
61.7622
52.2383
52.6535
53.1342
54.0648
55.2433
57.5847
60.7985
61.8613
69.818
91.5842
78.0163
68.3881
74.4068
70.0222
57.1598
55.0105
52.0161
62.6594
70.5408
63.6219
59.7957
58.9036
59.9249
58.6328
51.8869
51.7174
52.2201
53.3855
54.3211
58.4128
64.3699
65.9088
70.4827
68.336
68.8259
58.0478
61.0108
57.5045
52.6395
57.1377
65.1585
63.6484
67.6638
69.4724
81.4127
64.7027
65.5012
54.2208
49.0745
47.1333
47.4076
48.7234
50.1348
53.1708
58.5922
59.1358
70.2128
75.8147
80.0352
69.5001
62.7248
50.9887
55.1295
61.4199
72.2958
67.2038
67.9866
71.4008
80.4786
61.0481
52.8809
47.9739
45.1103
40.2845
39.1225
39.2496
39.1828
41.9524
45.5982
55.1486
68.0581
66.9102
76.685
70.2613
75.9978
56.6735
56.3882
57.4972
63.1824
72.6719
71.6854
75.1785
77.7423
63.6488
60.909
55.653
42.0581
41.6388
40.8629
40.9253
40.8061
43.3409
47.0084
55.1607
69.2115
71.5034
79.7801
68.8469
60.4111
51.9117
55.5508
63.9792
75.7809
67.5562
67.8586
74.2619
69.2701
66.2411
61.3871
58.6276
56.6642
46.0287
47.8644
49.654
53.8305
51.1928
51.5779
57.1885
59.7692
62.8766
70.7244
77.3137
59.7092
51.1741
58.6408
53.5963
58.8563
65.0284
89.438
76.2185
69.3521
72.1486
55.0259
56.9778
49.3628
43.2969
43.0795
44.7713
49.8464
47.1051
49.8298
55.2291
54.7302
52.1662
57.2847
65.193
72.2254
51.6612
62.0977
49.7256
50.5887
63.2482
87.2368
76.2589
73.2191
77.1206
57.859
62.9766
54.433
52.7386
54.3411
55.9896
57.2217
60.8648
67.6598
66.4362
72.6596
77.1482
78.9036
64.732
66.2038
52.1594
61.1763
57.2509
63.1273
68.5385
74.9691
77.9861
79.2667
64.5041
67.2335
52.5854
42.3072
41.9518
41.9171
41.0601
43.1372
46.5723
54.849
59.7015
71.3846
72.0294
76.956
69.0837
80.9872
54.171
56.0449
55.836
70.9757
65.972
73.3259
75.9069
77.2009
65.903
66.3993
55.3303
51.4506
47.9614
51.0178
53.497
54.1544
54.1189
57.0279
56.6651
61.6489
64.9391
78.3845
65.4228
58.3971
52.5998
54.2055
57.2951
70.8126
66.1848
71.6539
69.6802
75.4745
60.4222
65.1231
57.276
44.9671
45.3464
46.0447
46.3752
43.0428
43.476
45.0764
55.0464
62.9247
66.511
75.0449
61.6639
74.4654
51.7505
54.3755
57.5877
65.3765
63.3229
71.0409
68.975
