"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Mon 29-Apr-24  10:30:59 am","Sport-Lounge",8199.08,16117.9,756.224,756.224,"Sport-Lounge-2",8228.21,15841.2,742.836,742.836,"Fitness-Center",11229.1,9097.4,425.301,425.301,"Co-Work",1984.96,7603.07,354.873,354.873,"Inverter-Rm_L01",139.399,1447.71,68.0166,68.0166,"Media-Lounge",837.639,4643,216.602,216.602,"Offices_Break-Rm",4334.38,12730.8,595.015,595.015,"Social-Lounge",3418.26,6497.78,303.315,303.315,"Social-Lounge-2",3412.74,6722.6,313.798,313.798,"Leasing",6071.52,22456.3,1051.23,1051.23,"Pet-Spa_L01",88.903,929.362,43.3691,43.3691,"Fitness-Center-2",11864.8,9411.75,440.178,440.178,"Fitness-Center-3",11864.8,9411.75,440.178,440.178

