"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Mon 29-Apr-24  10:30:59 am","ResBaseAirSys_SZHP",30139.6,35271.2,25306.2,757.2,0,"ResBaseAirSys_SZHP-2",29812.1,34726.7,24915.5,743.795,0,"ResBaseAirSys_SZHP-3",24120.2,25249.3,18115.8,425.851,0,"ResBaseAirSys_SZHP-4",12609.3,14237.6,10215.1,355.331,0,"ResBaseAirSys_SZHP-5",417.981,4223.99,3030.61,68.1044,0,"ResBaseAirSys_SZHP-6",8255.93,9108.43,6535.07,216.882,0,"ResBaseAirSys_SZHP-7",18475.8,21025,15084.9,595.784,0,"ResBaseAirSys_SZHP-8",11141.9,12317.7,8837.63,303.706,0,"ResBaseAirSys_SZHP-9",11400.7,12639.8,9068.77,314.203,0,"ResBaseAirSys_SZHP-10",31109.6,35284,25315.4,1052.58,0,"ResBaseAirSys_SZHP-11",282.422,2731.02,1959.44,43.4251,0,"ResBaseAirSys_SZHP-12",24963.9,25813.1,18520.3,440.747,0,"ResBaseAirSys_SZHP-13",24963.9,25813.1,18520.3,440.747,0

