"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Tue 16-Dec-25   9:3 am","STAIR (LEFT)_L3",3572.29,3469.05,164.989,164.989,"STAIR (RIGHT)_L3",3250.3,3231.27,162.552,162.552

