"E+ Electric Use (kWh) - BEMCmpMgr 2022.3.2 (8731)",1
"Tue 16-Dec-25  09:43:12 am"
"EplusElecUse",Hour
"EplusTotalKWH"
26.8516
25.8865
24.6494
25.1077
25.6877
48.2529
52.2102
57.7602
61.0077
55.2805
72.0564
51.8429
47.7387
36.9424
39.5198
26.8421
41.7142
62.0589
64.0407
52.495
40.7172
47.6868
49.3504
33.7016
24.8148
24.3936
30.1309
29.9226
24.7959
24.5294
28.6651
41.9693
47.1164
41.9219
53.5419
41.7095
26.0502
36.5701
24.9554
33.4524
35.5443
43.3486
52.5847
39.1016
60.5892
53.2772
34.7411
32.2579
30.9253
21.2746
22.152
23.292
30.7595
25.1488
40.1123
28.8066
42.0184
47.67
59.1631
46.7022
49.9542
44.223
39.6321
43.116
37.2525
44.4734
65.0603
62.5754
55.6525
53.6077
37.6551
44.0826
25.5181
24.0807
24.5698
25.9963
31.9605
26.9914
45.508
54.9879
55.7768
50.9741
54.5465
59.5365
58.7975
51.3066
50.4444
33.5089
46.5746
33.5311
62.7075
54.8752
54.9134
58.8451
33.5515
31.2851
26.8329
23.7634
23.0198
32.4637
23.2073
23.6901
31.4229
43.9265
44.555
48.1578
61.9847
43.566
43.6461
35.7084
30.3457
40.9367
36.7798
42.8111
38.8241
41.6377
50.7402
38.3867
39.2196
44.0936
28.335
22.039
21.3317
20.6005
20.4309
22.794
40.415
42.5404
48.9198
50.2102
37.5428
46.7843
24.8397
33.9974
24.6424
32.4311
37.4007
37.4831
52.5112
45.8306
64.0325
41.4445
44.1126
30.6207
26.2318
20.338
20.1106
22.1555
19.8922
23.3483
38.6366
39.4176
28.3437
38.1503
34.0301
38.7624
25.8092
34.8495
26.3413
41.0563
33.2349
36.1462
52.6865
43.3334
52.1019
39.8167
30.5323
36.694
25.3404
23.1368
23.7943
24.3264
24.5551
24.5185
34.8653
43.5537
48.8979
46.0685
35.7002
43.9466
26.9589
23.2513
35.4489
29.401
40.963
37.6576
37.1577
54.9575
58.6973
30.5906
42.6264
36.0599
26.4197
22.1737
21.5424
21.2311
21.7698
23.3211
40.9113
43.6314
53.0296
53.1293
44.6854
31.4613
41.5682
23.3255
23.0332
32.7933
27.4394
42.2096
45.3504
56.919
51.6559
38.3979
47.1946
31.7878
23.5345
21.4218
21.6135
22.9991
32.3209
28.2859
25.5541
42.3234
43.555
50.1308
47.0278
50.7888
61.8543
32.5378
45.5207
29.0313
45.5558
41.0477
65.1789
46.9562
54.7514
43.0869
38.2796
33.7314
21.4675
20.0938
20.0681
20.9449
23.175
22.4828
24.2605
36.8736
34.3711
44.1144
48.5999
48.7844
53.8412
41.342
49.5243
35.4697
42.5272
39.3369
57.9474
45.1331
45.125
45.8455
29.5004
28.5398
29.4747
24.2728
21.1069
21.3363
21.6687
23.3479
47.8997
41.0959
41.7345
52.2995
55.7315
39.7165
27.707
34.3707
26.2102
26.7619
45.9888
35.7045
57.665
50.2099
53.3861
48.0013
35.4114
50.2914
26.0416
21.8759
22.6692
22.9108
22.9612
25.8321
39.3681
40.9101
42.5233
50.8157
33.6802
35.3351
21.8152
24.4303
31.7343
24.9044
40.393
39.7756
52.9381
49.9552
48.316
41.1444
47.904
36.7872
27.0438
19.2633
21.0758
21.9033
22.2527
32.7204
27.4698
42.7749
42.122
43.554
47.3645
39.5974
29.5305
32.8294
23.7425
38.9176
38.4943
55.1499
43.5705
49.5184
41.23
48.2241
35.6552
30.2246
30.6735
19.2974
20.2666
20.887
21.2828
22.0759
36.7679
45.1354
34.8836
46.4328
36.1577
37.3509
26.9206
32.3434
27.5918
36.9333
32.0981
33.7869
49.5915
41.7316
54.9714
41.5992
30.9229
39.5321
23.2369
20.9942
22.5912
27.0265
22.93
24.8952
39.3
41.9774
41.8841
45.3205
50.7859
31.6644
37.9143
32.945
22.1965
30.6904
35.6053
33.7276
52.203
41.0111
50.9651
39.6168
35.7377
40.999
23.5566
20.3647
20.1328
21.3147
25.6799
22.74
34.9936
28.7306
37.7586
50.566
55.7253
44.1307
57.9014
34.8406
48.0265
31.1932
42.9847
40.0875
55.1983
58.473
65.0066
56.1587
27.1348
25.5311
23.3372
31.1861
23.7179
23.4837
28.0639
22.8439
24.7556
39.7707
45.2474
47.427
58.0334
48.0945
29.5956
46.9916
44.1846
29.0758
36.6795
37.9855
38.4713
50.2856
35.5328
35.2069
43.4914
32.2392
25.3268
20.128
19.6089
19.6743
19.4508
20.5979
30.204
39.7741
44.7914
61.2792
46.7441
54.2216
59.4722
38.5539
40.2562
32.9333
42.8093
59.3114
55.1712
51.8894
47.0379
46.1753
33.7357
28.8532
22.1255
21.2682
20.532
29.1511
20.6933
21.7024
28.8946
43.9697
45.1292
45.4371
42.5191
29.1061
42.6345
22.6583
28.8475
34.2057
36.6989
48.1039
38.0244
52.4231
55.6003
36.8451
50.9845
36.2741
22.932
21.3985
20.848
20.8783
20.6991
22.2575
30.6339
42.5003
44.0917
45.101
41.6376
39.4388
46.9998
22.4803
31.5703
35.5505
34.0488
35.2209
50.9569
36.9231
46.1182
35.1186
31.9596
38.9459
20.5476
21.71
20.1466
19.3518
19.2245
22.0227
42.9955
40.4416
40.3864
47.6279
47.2746
27.0708
41.4529
32.3208
24.7939
33.8696
27.8122
47.6943
43.1899
44.1444
48.0599
40.3796
37.9867
35.3689
27.9166
20.5645
20.9169
21.2299
20.7063
21.5485
35.1045
44.5065
51.777
47.4947
34.8535
39.4752
49.6386
23.7133
30.4679
36.2395
36.9546
53.5921
47.5141
60.0023
49.1247
48.3708
43.722
28.4236
21.506
21.1024
20.9911
21.7786
23.771
35.2125
28.8317
27.0738
42.3571
46.8955
49.486
59.2362
46.9087
34.4139
47.1012
30.0364
45.9994
32.7392
51.4565
52.3037
40.4323
50.532
42.6382
35.1176
25.3608
21.0217
20.8753
27.7393
