"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Tue 16-Dec-25   9:3 am","P2.0 (S1)_L1 HVACSys",22.6,9.44179,"P1.0 (S1)_L1 HVACSys",16.8,8.93791,"P2.0 (S2)_L1 HVACSys",22.6,9.41021,"P1.0 (S2)_L1 HVACSys",16.8,8.0214,"P2.0 (S3)_L1 HVACSys",22.6,9.5772,"P1.0 (S3)_L1 HVACSys",16.8,8.65234,"P2.0 (S4)_L1 HVACSys",22.6,9.39289,"P3.0 (S1)_L1 HVACSys",29,15.5776,"P2.0 (S1)_L2 HVACSys",22.6,9.54289,"P1.0 (S1)_L2 HVACSys",16.8,8.2038,"P2.0 (S2)_L2 HVACSys",22.6,9.54027,"P1.0 (S2)_L2 HVACSys",16.8,8.01164,"P2.0 (S3)_L2 HVACSys",22.6,10.6228,"P1.0 (S3)_L2 HVACSys",16.8,7.0238,"P2.0 (S4)_L2 HVACSys",22.6,11.4564,"P3.0 (S1)_L2 HVACSys",29,14.716,"P2.1 (N1)_L2 HVACSys",22.6,15.9284,"P2.1 (N2)_L2 HVACSys",22.6,17.1319,"P2.1 (N3)_L2 HVACSys",22.6,16.8307,"P1.1 (N1)_L2 HVACSys",16.8,14.2415,"P2.1 (N4)_L2 HVACSys",16.8,14.8325,"P2.1 (N5)_L2 HVACSys",22.6,14.9569,"P2.0 (S1)_L3 HVACSys",22.6,11.5455,"P1.0 (S1)_L3 HVACSys",16.8,10.857,"P2.0 (S2)_L3 HVACSys",22.6,9.60468,"P1.0 (S2)_L3 HVACSys",16.8,8.90569,"P2.0 (S3)_L3 HVACSys",22.6,9.59285,"P1.0 (S3)_L3 HVACSys",16.8,10.4619,"P2.0 (S4)_L3 HVACSys",22.6,12.6594,"P3.0 (S1)_L3 HVACSys",29,13.1314,"P2.1 (N1)_L3 HVACSys",22.6,14.4341,"P2.1 (N2)_L3 HVACSys",22.6,13.5997,"P2.1 (N3)_L3 HVACSys",22.6,15.3971,"P1.1 (N1)_L3 HVACSys",16.8,13.0464,"P2.1 (N4)_L3 HVACSys",16.8,13.3831,"P2.1 (N5)_L3 HVACSys",22.6,17.5212,"P2.0 (S1)_L4 HVACSys",22.6,13.1629,"P1.0 (S1)_L4 HVACSys",16.8,8.9909,"P2.0 (S2)_L4 HVACSys",22.6,13.0497,"P1.0 (S2)_L4 HVACSys",16.8,9.84127,"P2.0 (S3)_L4 HVACSys",22.6,12.162,"P1.0 (S3)_L4 HVACSys",16.8,12.1259,"P2.0 (S4)_L4 HVACSys",22.6,13.9525,"P3.0 (S1)_L4 HVACSys",29,18.24,"P2.1 (N1)_L4 HVACSys",22.6,16.9302,"P2.1 (N2)_L4 HVACSys",22.6,17.2669,"P2.1 (N3)_L4 HVACSys",22.6,16.2354,"P1.1 (N1)_L4 HVACSys",16.8,15.3375,"P2.1 (N4)_L4 HVACSys",16.8,15.996,"P2.1 (N5)_L4 HVACSys",22.6,16.2965

