"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Tue 16-Dec-25   9:3 am","ResBaseAirSys_SZHP",5107.11,5800.04,4161.38,165.202,0,"ResBaseAirSys_SZHP-2",5046.48,5737.72,4116.67,162.762,0

