"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Tue 16-Dec-25   8:5 am","STAIR (LEFT)_L3",3427.63,3829.72,177.412,177.412,"STAIR (RIGHT)_L3",3340.9,3059.3,160.294,160.294

