"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Tue 16-Dec-25   8:5 am","ResBaseAirSys_SZHP",5412.74,6164.6,4422.95,177.642,0,"ResBaseAirSys_SZHP-2",4990.66,5682.51,4077.06,160.501,0

