"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Mon 29-Apr-24  10:33:55 am","ResBaseAirSys_SZHP",461.44,571.665,410.155,18.7945,0

