"Euclid_Building C  /  Proposed-x  /  Euclid_Building C_2025-01-06.cibd22",002
"Fri 18-Apr-25   4:56:58 pm"
"x-dhwSolarSys-SSF","Year"
"TimeStamp","CZ","Name","SSF"
"Fri 18-Apr-25   4:56:58 pm",10,"t24-Std SolarSys",?
