"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 18-Apr-25   4:57:31 pm","Res_West Facing_L01 HVACSys",105.84,64.7419,"Res_West Facing_L02 HVACSys",83.52,65.9747,"Res_East Facing_L02 HVACSys",117.54,118.98,"Res_West Facing_L03 HVACSys",83.52,72.5651,"Res_East Facing_L03 HVACSys",117.54,125.995

