"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Wed 17-Dec-25   8:4 am","ResBaseAirSys_SZHP",3640.93,6491.89,4657.77,146.745,0,"ResBaseAirSys_SZHP-2",3384.3,5427.81,3894.31,135.716,0,"ResBaseAirSys_SZHP-3",3722.16,6569.17,4713.21,150,0

