"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Wed 17-Dec-25   8:4 am","Stair-1_L02",303.893,3480.24,146.556,146.556,"Stair-2_L03",1958.77,2899.39,135.541,135.541,"Stair-1_L03",1081.62,3537.74,149.807,149.807

