"E+ Electric Use (kWh) - BEMCmpMgr 2022.3.2 (8731)",1
"Wed 17-Dec-25  08:56:11 am"
"EplusElecUse",Hour
"EplusTotalKWH"
17.7983
16.717
30.4723
16.7865
15.9367
20.6385
37.0303
42.144
45.537
39.6353
53.6786
39.5441
23.8782
19.3356
24.3984
19.0114
32.1883
44.7181
35.9724
39.7376
23.6808
34.2884
29.8399
21.3562
15.3293
15.3811
15.058
15.026
14.8927
15.7769
26.7621
28.9829
34.4495
30.6059
32.3938
31.5577
16.0854
16.1624
27.027
17.7081
22.3494
37.6332
27.5716
29.4618
42.7787
35.7171
31.256
23.1025
14.5095
13.8709
14.5783
15.4279
23.6516
24.6684
16.8272
21.2616
24.2238
30.2984
48.2898
33.6867
37.9496
34.406
34.3306
23.4847
33.1313
31.9479
50.6819
47.5092
39.6773
32.5512
30.0422
32.5249
16.1972
14.9364
15.3439
16.4982
20.5566
17.1804
32.7604
37.9926
26.5434
34.2525
44.5114
47.3347
45.1704
37.4256
38.514
23.2159
34.4129
25.2679
50.3136
39.6911
41.4992
43.6403
22.8674
18.9246
17.3733
14.6789
21.9119
15.5375
15.2554
15.3471
26.9243
31.8725
32.7273
34.6937
41.3945
35.7258
35.8154
17.0332
33.9639
25.8464
27.6221
34.6165
25.1082
31.0932
38.6425
24.9556
30.0228
21.8892
20.3678
14.1594
13.6837
13.1291
13.0242
23.9347
22.6465
27.9303
37.4592
39.4377
34.997
30.0372
28.3602
15.9272
24.9
17.7662
27.1475
33.3362
30.0109
41.5535
47.0022
28.5058
30.4464
20.0972
19.0353
13.2115
13.0658
15.0291
12.706
15.6357
26.4082
23.4926
28.2442
27.7859
24.132
25.7382
16.6978
23.2613
19.7221
25.0028
24.1952
31.9579
28.3329
30.4398
37.7892
33.9016
21.3345
17.7432
16.6927
13.9183
14.5009
14.9587
15.168
24.0024
16.864
31.0526
35.4636
32.143
31.8134
31.5392
20.5028
15.1758
21.0285
23.0689
23.4769
24.8299
38.0267
32.4889
41.3298
23.0254
29.2439
23.7035
20.9819
14.1123
13.4854
13.3511
13.3233
15.0164
26.909
30.073
39.4672
43.3149
39.0893
30.4671
31.0573
17.0537
21.4723
23.5007
23.3841
30.6492
34.2909
42.8208
30.1181
36.3888
35.0206
24.2293
16.2572
14.8132
20.6118
14.2353
17.7577
14.2152
16.6845
33.607
33.0246
37.9823
42.0287
40.8187
48.0203
35.4457
29.9849
28.7787
30.9156
32.8606
49.0916
40.1351
33.8861
33.2243
26.8212
19.6376
15.2174
13.76
13.2432
13.7578
17.3974
13.8726
15.2161
22.5866
24.1829
30.0839
32.8142
32.6365
41.8083
22.8991
33.215
18.624
28.313
24.2576
46.4881
33.3311
26.512
37.8463
20.5759
17.0374
14.523
14.1929
13.4914
13.2583
13.074
28.9184
34.9643
31.6507
29.7753
38.584
33.4491
30.1816
19.4531
22.0575
20.8798
24.4038
26.7195
30.6337
32.9056
43.3898
41.0082
26.2799
33.5973
30.6098
17.424
14.2061
14.3027
14.3911
14.4071
23.3753
27.1699
29.0876
29.2692
33.5632
21.3193
23.1917
15.5434
24.8963
17.3838
17.5178
29.8165
27.7394
42.6025
35.1377
35.4652
28.455
29.5396
26.6118
14.823
13.7665
13.5179
13.2913
13.111
14.2923
22.3966
30.4147
30.1417
32.4634
34.0796
26.9708
21.5578
21.3218
15.8714
28.296
29.6253
41.9936
34.358
32.1773
32.6607
30.3407
24.0302
26.7276
20.1161
13.2897
14.1549
14.4118
14.3637
14.3182
24.0725
26.4701
23.7295
32.8498
25.459
31.7301
21.227
21.0822
18.9799
24.4655
20.9815
28.48
35.9903
32.0514
43.0992
34.3218
21.5579
17.6907
16.1854
13.7271
17.262
22.8598
13.1096
14.2902
19.0973
28.5194
29.0301
32.9968
37.3378
21.3625
21.5635
22.2329
15.5696
22.0217
24.4036
24.3965
40.0376
30.7903
35.9685
23.6102
27.1494
33.6963
14.128
13.3243
13.6624
14.1093
15.2618
13.9803
23.6115
18.9955
28.2642
36.8571
42.882
30.1769
41.0721
26.6977
35.7158
22.5516
25.8502
35.6974
37.8264
42.4321
39.9868
31.468
23.7991
22.6014
15.6917
13.7815
14.9754
14.9768
17.5225
14.0372
15.6529
29.6466
33.1522
35.4107
44.8166
27.8693
28.8018
26.7212
28.601
20.7733
29.657
27.8233
33.1556
31.1915
22.8956
29.8958
19.3528
19.6354
15.216
19.3279
13.7258
12.7923
12.5859
13.4425
17.7231
28.6383
32.0203
46.39
39.0817
48.1472
45.313
27.4219
29.535
24.5254
39.6955
38.0108
47.0051
38.0842
34.9312
33.8558
35.461
21.3768
14.508
13.6832
13.2654
13.2839
13.1256
16.1231
26.9282
28.3536
30.3215
24.2433
33.6979
24.6869
15.9228
16.44
21.6935
19.6873
38.6183
26.0196
31.3901
41.8056
39.9936
27.3152
43.0774
27.1823
14.6716
13.8279
13.4219
13.4373
13.2714
14.619
24.036
30.9255
32.0585
32.5537
33.8426
29.5856
35.2133
15.8637
21.2255
22.567
22.7932
26.7474
37.1253
27.1993
32.6804
24.8896
29.5538
27.7967
14.0291
14.7021
13.4647
12.7797
12.5973
14.2092
29.8504
29.52
29.7874
36.3959
39.0181
20.7046
31.3174
20.2611
19.6453
23.4424
24.6018
35.3175
33.5746
30.5559
32.8193
30.5495
