"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Wed 17-Dec-25   8:5 am","P1.0 (S5)_L1 HVACSys",16.8,10.6074,"P1.0 (S3)_L1 HVACSys",16.8,10.2166,"P1.0 (S4)_L1 HVACSys",16.8,10.9737,"P1.0 (S2)_L1 HVACSys",16.8,10.602,"P1.0 (S1)_L1 HVACSys",16.8,10.2045,"P2.0 (S2)_L1 HVACSys",22.6,14.151,"P2.0 (S1)_L1 HVACSys",22.6,15.1744,"P1.1 (N1)_L2 HVACSys",16.8,9.4664,"P1.0 (S5)_L2 HVACSys",16.8,11.3918,"P1.0 (S3)_L2 HVACSys",16.8,11.3677,"P1.0 (S4)_L2 HVACSys",16.8,12.213,"P1.0 (S2)_L2 HVACSys",16.8,11.6506,"P1.0 (S1)_L2 HVACSys",16.8,12.7049,"P2.3 (N1)_L2 HVACSys",22.6,9.52924,"P2.1 (N2)_L2 HVACSys",22.6,9.50383,"P2.1 (N3)_L2 HVACSys",22.6,13.5047,"P2.0 (S2)_L2 HVACSys",22.6,14.0401,"P2.0 (S1)_L2 HVACSys",22.6,14.9025,"P1.1 (N1)_L3 HVACSys",16.8,9.2925,"P1.0 (S5)_L3 HVACSys",16.8,11.4525,"P1.0 (S3)_L3 HVACSys",16.8,11.1197,"P1.0 (S4)_L3 HVACSys",16.8,11.1309,"P1.0 (S2)_L3 HVACSys",16.8,14.2227,"P1.0 (S1)_L3 HVACSys",16.8,11.3408,"P2.3 (N1)_L3 HVACSys",22.6,12.5752,"P2.1 (N2)_L3 HVACSys",22.6,11.5455,"P2.1 (N3)_L3 HVACSys",22.6,12.6958,"P2.0 (S2)_L3 HVACSys",22.6,14.3904,"P2.0 (S1)_L3 HVACSys",22.6,15.239,"P1.1 (N1)_L4 HVACSys",16.8,11.5515,"P1.0 (S5)_L4 HVACSys",16.8,12.5946,"P1.0 (S3)_L4 HVACSys",16.8,15.3851,"P1.0 (S4)_L4 HVACSys",16.8,12.592,"P1.0 (S2)_L4 HVACSys",16.8,12.6118,"P1.0 (S1)_L4 HVACSys",16.8,13.2812,"P2.3 (N1)_L4 HVACSys",22.6,13.9624,"P2.1 (N2)_L4 HVACSys",22.6,12.0859,"P2.1 (N3)_L4 HVACSys",22.6,11.7402,"P2.0 (S2)_L4 HVACSys",22.6,16.2945,"P2.0 (S1)_L4 HVACSys",22.6,17.4761

