"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Fri 18-Apr-25   4:56:58 pm","Inverter-Rm_L01",39.4421,409.38,19.2419,19.2419

