"runDateTime","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap","SysName","HtgCap","ClgCap"
"Fri 18-Apr-25   4:57:31 pm","Res_West Facing_L01 HVACSys",51.4808,52.3478,"Res_West Facing_L02 HVACSys",60.1554,61.1994,"Res_East Facing_L02 HVACSys",99.4428,101.289,"Res_West Facing_L03 HVACSys",84.2756,85.8119,"Res_East Facing_L03 HVACSys",145.119,147.897

