"runDateTime","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw","ResOtherZn","PkHtgLd","PkClgLd","HtgMxFlw","ClgMxFlw"
"Tue 16-Dec-25   3:4 pm","Stair-1_L02",347.722,3814.19,167.749,167.749,"Stair-2_L03",1941.79,4433.45,206.538,206.538,"Stair-1_L03",1127.12,3918.8,172.298,172.298

