"runDateTime","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow","SysName","HtgCap","ClgTCap","ClgSCap","SFanFlow","RFanFlow"
"Tue 16-Dec-25   3:4 pm","ResBaseAirSys_SZHP",4156.4,7412.56,5318.32,167.965,0,"ResBaseAirSys_SZHP-2",5109.43,8089.14,5803.76,206.805,0,"ResBaseAirSys_SZHP-3",4270.61,7214.62,5176.31,172.521,0

